publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype, depthtype,evaluationmethod, evaluationstatus, evaluationmode, earthmodel, usedphasecount,usedstationcount,magnitudestationcount, minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3267881,earthquake,2010-02-27T21:15:46.205Z,2013-07-09T14:55:00.000Z,174.61362,-40.53105,2.269,22.8808,ML,,GROPE,reviewed,,nz1dr,13,10,10,0.400,147,0.25198,0.142
3267880,earthquake,2010-02-27T21:13:11.529Z,2013-07-09T14:55:00.000Z,-179.26111,-36.38377,3.306,33,ML,operator assigned,GROPE,reviewed,,nz1dr,9,7,3,2.277,286,0.08252,0.02
3279296,earthquake,2010-02-27T20:58:33.600Z,2013-07-09T14:59:00.000Z,166.54683,-47.03559,3.043,33,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,6,1.009,322,0.14155,0.159
3267875,earthquake,2010-02-27T20:58:31.260Z,2013-07-09T14:55:00.000Z,168.72713,-44.21239,2.483,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,6,7,0.144,177,0.29995,0.318
3267871,earthquake,2010-02-27T20:46:52.892Z,2013-07-09T14:55:00.000Z,173.11867,-39.87691,2.678,33,ML,operator assigned,GROPE,reviewed,,nz1dr,9,7,6,0.746,199,0.25819,0.26
3267867,outside of network interest,2010-02-27T20:31:46.014Z,2013-07-09T14:55:00.000Z,-178.62532,-34.9446,,12,,operator assigned,GROPE,reviewed,,nz1dr,14,10,,3.603,350,0.05258,
3267865,earthquake,2010-02-27T20:27:11.911Z,2013-07-09T14:55:00.000Z,167.41685,-44.86323,2.471,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,8,0.409,263,0.2472,0.294
3267854,earthquake,2010-02-27T19:55:42.234Z,2013-07-09T14:55:00.000Z,172.8886,-41.44304,2.999,102.3739,ML,,GROPE,reviewed,,nz1dr,18,14,6,0.321,87,0.2605,0.273
3267849,earthquake,2010-02-27T19:46:46.917Z,2013-07-09T14:55:00.000Z,174.88698,-39.2818,2.158,32.3312,ML,,GROPE,reviewed,,nz1dr,15,14,13,0.185,161,0.11724,0.243
3267846,earthquake,2010-02-27T19:38:45.647Z,2013-07-09T14:55:00.000Z,174.15712,-40.6452,2.502,66.4601,ML,,GROPE,reviewed,,nz1dr,18,14,6,0.239,94,0.24748,0.161
3267840,earthquake,2010-02-27T19:23:00.523Z,2013-07-09T14:55:00.000Z,176.58394,-40.41145,2.984,29.6229,ML,,GROPE,reviewed,,nz1dr,30,25,17,0.097,188,0.30091,0.187
3267839,earthquake,2010-02-27T19:22:12.578Z,2013-07-09T14:55:00.000Z,177.01794,-39.50786,1.894,30.3278,ML,,GROPE,reviewed,,nz1dr,8,6,4,0.159,213,0.27316,0.092
3267836,earthquake,2010-02-27T19:13:57.834Z,2013-07-09T14:55:00.000Z,165.963,-47.47882,3.205,33,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,6,1.526,328,0.32226,0.246
3267835,earthquake,2010-02-27T19:10:29.848Z,2013-07-09T14:55:00.000Z,176.60214,-39.99662,2.126,41.4512,ML,,GROPE,reviewed,,nz1dr,13,10,8,0.142,75,0.18602,0.209
3267832,earthquake,2010-02-27T19:01:55.451Z,2013-07-09T14:55:00.000Z,174.52968,-40.59092,2.695,12,ML,operator assigned,GROPE,reviewed,,nz1dr,25,20,13,0.396,82,0.27634,0.144
3267831,earthquake,2010-02-27T18:59:27.505Z,2013-07-09T14:55:00.000Z,178.0034,-38.62331,2.685,45.6286,ML,,GROPE,reviewed,,nz1dr,21,17,10,0.207,139,0.18612,0.186
3267814,earthquake,2010-02-27T18:15:11.965Z,2013-07-09T14:55:00.000Z,176.70216,-40.30687,1.839,14.9109,ML,,GROPE,reviewed,,nz1dr,8,6,6,0.064,199,0.29219,0.172
3267802,earthquake,2010-02-27T17:45:06.018Z,2013-07-09T14:55:00.000Z,174.16687,-41.08808,2.295,50.8896,ML,,GROPE,reviewed,,nz1dr,11,8,4,0.149,101,0.16263,0.139
3267793,earthquake,2010-02-27T17:15:56.552Z,2013-07-09T14:55:00.000Z,176.9951,-40.99223,2.524,33,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,9,0.648,282,0.21202,0.205
3267782,earthquake,2010-02-27T16:48:13.216Z,2013-07-09T14:55:00.000Z,-179.38126,-36.60607,2.888,12,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,3,2.082,282,0.1143,0.048
3267777,earthquake,2010-02-27T16:32:02.740Z,2013-07-09T14:55:00.000Z,166.4886,-45.75956,2.422,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,7,0.551,268,0.25188,0.125
3267773,earthquake,2010-02-27T16:18:13.637Z,2013-07-09T14:55:00.000Z,174.7375,-39.53169,2.943,152.9566,ML,,GROPE,reviewed,,nz1dr,21,17,14,0.295,225,0.19952,0.319
3267764,earthquake,2010-02-27T15:39:51.642Z,2013-07-09T14:55:00.000Z,174.24094,-40.59028,2.669,64.891,ML,,GROPE,reviewed,,nz1dr,35,32,6,0.323,87,0.31087,0.115
3267756,earthquake,2010-02-27T15:18:36.095Z,2013-07-09T14:55:00.000Z,173.82846,-39.26927,2.173,22.2957,ML,,GROPE,reviewed,,nz1dr,14,10,5,0.030,242,0.11631,0.165
3267755,earthquake,2010-02-27T15:15:22.833Z,2013-07-09T14:54:00.000Z,167.32309,-44.83423,2.305,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,6,0.458,239,0.24105,0.249
3279236,earthquake,2010-02-27T14:35:20.890Z,2013-07-09T14:59:00.000Z,166.96733,-45.98253,2.61,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,6,0.533,263,0.34716,0.195
3267734,outside of network interest,2010-02-27T14:01:59.969Z,2013-07-09T14:54:00.000Z,-179.17691,-34.79763,,33,,operator assigned,GROPE,reviewed,,nz1dr,17,13,,3.430,308,0.10549,
3267731,earthquake,2010-02-27T13:52:32.964Z,2013-07-09T14:54:00.000Z,177.83574,-38.75913,2.117,30.4656,ML,,GROPE,reviewed,,nz1dr,17,11,5,0.077,120,0.27249,0.147
3267730,earthquake,2010-02-27T13:48:42.633Z,2013-07-09T14:54:00.000Z,167.30814,-44.83176,2.52,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,5,0.468,241,0.26384,0.268
3277396,earthquake,2010-02-27T13:33:02.842Z,2013-07-09T14:59:00.000Z,171.37941,-43.02716,2.276,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,6,0.474,119,0.26092,0.454
3267725,earthquake,2010-02-27T13:32:17.103Z,2013-07-09T14:54:00.000Z,176.20766,-40.7452,1.985,24.75,ML,,GROPE,reviewed,,nz1dr,7,5,3,0.070,146,0.32886,0.438
3267718,earthquake,2010-02-27T13:10:15.611Z,2013-07-09T14:54:00.000Z,167.30484,-44.81979,1.902,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,5,0.466,243,0.19097,0.199
3267716,earthquake,2010-02-27T12:59:00.208Z,2013-07-09T14:54:00.000Z,167.32594,-44.82623,1.991,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,5,0.454,240,0.23538,0.157
3267715,earthquake,2010-02-27T12:54:21.694Z,2013-07-09T14:54:00.000Z,175.44531,-39.28104,1.539,16.594,ML,,GROPE,reviewed,,nz1dr,9,5,7,0.078,144,0.06079,0.266
3277380,earthquake,2010-02-27T12:50:51.273Z,2013-07-09T14:59:00.000Z,173.24518,-41.29507,2.852,95.8645,ML,,GROPE,reviewed,,nz1dr,11,8,6,0.127,103,0.16775,0.278
3267838,earthquake,2010-02-27T12:48:29.690Z,2013-07-09T14:55:00.000Z,176.40826,-38.2784,1.605,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.051,172,0.12569,0.187
3267713,earthquake,2010-02-27T12:48:20.062Z,2013-07-09T14:54:00.000Z,177.11588,-37.4153,3.307,124.9885,ML,,GROPE,reviewed,,nz1dr,25,22,5,0.619,233,0.15655,0.276
3267710,earthquake,2010-02-27T12:45:16.639Z,2013-07-09T14:54:00.000Z,175.56,-39.28001,0.842,0,ML,operator assigned,GROPE,reviewed,,nz1dr,3,3,2,0.004,198,0.4705,0.111
3277275,earthquake,2010-02-27T12:44:34.765Z,2013-07-09T14:59:00.000Z,167.30769,-44.83826,2.327,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.470,240,0.36357,0.313
3267706,earthquake,2010-02-27T12:32:18.059Z,2013-07-09T14:54:00.000Z,175.78429,-38.00121,1.801,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,2,0.349,95,0.20927,0.062
3267700,earthquake,2010-02-27T12:17:48.477Z,2013-07-09T14:54:00.000Z,177.40489,-37.36114,2.904,86.6176,ML,,GROPE,reviewed,,nz1dr,16,13,9,0.497,232,0.22045,0.116
3267704,earthquake,2010-02-27T12:11:38.639Z,2013-07-09T14:54:00.000Z,175.34471,-39.36461,1.689,16.9326,ML,,GROPE,reviewed,,nz1dr,17,12,15,0.073,190,0.12473,0.233
3267698,earthquake,2010-02-27T12:09:07.879Z,2013-07-09T14:54:00.000Z,166.88396,-46.02046,4.383,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,9,16,0.429,242,0.17794,0.229
3267695,earthquake,2010-02-27T12:05:33.357Z,2013-07-09T14:54:00.000Z,175.37029,-40.35073,2.341,34.6165,ML,,GROPE,reviewed,,nz1dr,29,26,17,0.307,135,0.21464,0.16
3267694,earthquake,2010-02-27T12:00:37.928Z,2013-07-09T14:54:00.000Z,175.30984,-39.23446,1.566,18.9426,ML,,GROPE,reviewed,,nz1dr,12,7,7,0.063,238,0.12545,0.306
3267693,earthquake,2010-02-27T11:56:19.599Z,2013-07-09T14:54:00.000Z,177.89038,-38.6116,1.819,21.7138,ML,,GROPE,reviewed,,nz1dr,11,7,2,0.139,174,0.25284,0.123
3267692,earthquake,2010-02-27T11:53:17.539Z,2013-07-10T11:48:00.000Z,174.16689,-39.73116,2.322,96.6858,ML,,GROPE,reviewed,,nz1dr,9,6,1,1.065,201,0.16284,
3267682,earthquake,2010-02-27T11:28:48.465Z,2013-07-09T14:54:00.000Z,173.86836,-41.99102,2.421,12,ML,operator assigned,GROPE,reviewed,,nz1dr,10,8,10,0.274,161,0.24342,0.278
3267679,earthquake,2010-02-27T11:16:58.062Z,2013-07-09T14:54:00.000Z,171.94783,-42.53627,2.837,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,10,0.343,114,0.27938,0.285
3267662,earthquake,2010-02-27T10:40:54.808Z,2013-07-09T14:54:00.000Z,176.58128,-39.91077,2.767,35.6266,ML,,GROPE,reviewed,,nz1dr,29,24,17,0.189,56,0.2801,0.111
3267651,earthquake,2010-02-27T10:09:56.426Z,2013-07-09T14:54:00.000Z,176.54831,-39.97457,2.046,52.327,ML,,GROPE,reviewed,,nz1dr,11,8,7,0.123,118,0.18054,0.174
3267650,earthquake,2010-02-27T10:07:32.946Z,2013-07-09T14:54:00.000Z,176.00967,-40.26699,1.707,23.6745,ML,,GROPE,reviewed,,nz1dr,10,7,7,0.124,116,0.16361,0.122
3277254,earthquake,2010-02-27T10:01:09.925Z,2013-07-09T14:59:00.000Z,167.32458,-44.82967,2.343,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,7,0.456,239,0.28302,0.322
3267647,earthquake,2010-02-27T09:59:01.947Z,2013-07-09T14:54:00.000Z,178.03882,-38.6699,2.11,30.4393,ML,,GROPE,reviewed,,nz1dr,14,10,5,0.220,156,0.22163,0.077
3267633,earthquake,2010-02-27T09:10:34.269Z,2013-07-09T14:53:00.000Z,172.9606,-40.9753,3.436,162.6935,ML,,GROPE,reviewed,,nz1dr,32,23,12,0.359,91,0.24249,0.363
3277246,earthquake,2010-02-27T08:41:48.270Z,2013-07-09T14:59:00.000Z,167.33154,-44.82108,1.982,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.448,240,0.25226,0.278
3267622,earthquake,2010-02-27T08:38:57.552Z,2013-07-09T14:53:00.000Z,174.0105,-42.1533,2.625,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,7,0.436,194,0.24468,0.344
3267621,earthquake,2010-02-27T08:36:44.867Z,2013-07-09T14:53:00.000Z,177.44093,-36.86084,3.635,145.7507,ML,,GROPE,reviewed,,nz1dr,19,14,24,0.936,285,0.12533,0.28
3267620,earthquake,2010-02-27T08:33:35.062Z,2013-07-09T14:53:00.000Z,173.82187,-41.3061,2.264,54.4066,ML,,GROPE,reviewed,,nz1dr,12,8,4,0.155,126,0.19623,0.12
3267614,outside of network interest,2010-02-27T08:17:05.937Z,2013-07-09T14:53:00.000Z,-178.77148,-34.96449,,147.3189,,,GROPE,reviewed,,nz1dr,25,15,,3.508,342,0.10509,
3267612,outside of network interest,2010-02-27T08:09:59.108Z,2013-07-09T14:53:00.000Z,-178.19048,-35.19002,,33,,operator assigned,GROPE,reviewed,,nz1dr,15,10,,3.688,349,0.13357,
3267611,earthquake,2010-02-27T08:06:16.025Z,2013-07-09T14:53:00.000Z,170.77138,-43.0834,2.593,10.5589,ML,,GROPE,reviewed,,nz1dr,13,9,10,0.026,98,0.20155,0.319
3267607,earthquake,2010-02-27T07:52:49.112Z,2013-07-09T14:53:00.000Z,167.30728,-44.83234,2.447,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,7,0.468,241,0.26607,0.338
3276893,earthquake,2010-02-27T07:08:08.720Z,2013-07-10T11:00:00.000Z,168.54488,-44.61187,2.503,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,6,0.401,239,0.33187,0.172
3267591,earthquake,2010-02-27T07:08:01.864Z,2013-07-10T11:03:00.000Z,167.32306,-44.8337,2.616,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,3,0.458,239,0.27714,0.225
3276897,earthquake,2010-02-27T06:45:33.213Z,2013-07-09T14:59:00.000Z,177.30922,-37.38276,3.212,12,ML,operator assigned,GROPE,reviewed,,nz1dr,14,10,6,0.174,167,0.36859,0.233
3267580,earthquake,2010-02-27T06:44:13.552Z,2013-07-09T14:53:00.000Z,176.14407,-38.44874,3.111,109.9846,ML,,GROPE,reviewed,,nz1dr,33,31,19,0.510,156,0.27402,0.192
3267575,earthquake,2010-02-27T06:27:01.411Z,2013-07-09T14:53:00.000Z,167.31061,-44.82252,2.419,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.463,242,0.26318,0.257
3267574,earthquake,2010-02-27T06:21:13.927Z,2013-07-09T14:53:00.000Z,167.29517,-44.82893,2.831,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,4,0.475,242,0.25245,0.213
3276776,earthquake,2010-02-27T05:57:18.191Z,2013-07-09T14:59:00.000Z,167.52,-44.97561,2.888,63.5919,ML,,GROPE,reviewed,,nz1dr,15,12,8,0.417,196,0.12852,0.124
3267566,earthquake,2010-02-27T05:56:29.168Z,2013-07-09T14:53:00.000Z,174.54968,-40.64423,2.345,21.7457,ML,,GROPE,reviewed,,nz1dr,13,8,10,0.350,201,0.22503,0.333
3276780,earthquake,2010-02-27T05:54:04.506Z,2013-07-09T14:59:00.000Z,167.30006,-44.83315,2.49,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,10,0.473,242,0.33934,0.298
3267557,earthquake,2010-02-27T05:25:27.784Z,2013-07-09T14:53:00.000Z,175.10303,-39.1712,2.41,26.1527,ML,,GROPE,reviewed,,nz1dr,30,24,16,0.224,129,0.15703,0.147
3267555,earthquake,2010-02-27T05:17:42.503Z,2013-07-09T14:53:00.000Z,167.29831,-44.838,3.777,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,15,0.476,219,0.31565,0.178
3267553,earthquake,2010-02-27T05:10:07.532Z,2013-07-09T14:53:00.000Z,167.31981,-44.83539,2.823,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,5,0.461,240,0.3858,0.202
3267539,earthquake,2010-02-27T04:28:48.040Z,2013-07-09T14:53:00.000Z,167.38205,-45.1347,2.836,124.8928,ML,,GROPE,reviewed,,nz1dr,13,9,9,0.369,194,0.21175,0.148
3267537,earthquake,2010-02-27T04:23:32.960Z,2013-07-09T14:53:00.000Z,178.2374,-38.28522,2.216,27.6924,ML,,GROPE,reviewed,,nz1dr,9,7,3,0.201,183,0.28895,0.105
3267531,earthquake,2010-02-27T04:02:32.023Z,2013-07-09T14:53:00.000Z,167.33029,-44.8255,2.558,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,8,0.451,240,0.2732,0.231
3267529,earthquake,2010-02-27T03:55:29.631Z,2013-07-09T14:53:00.000Z,167.32022,-44.83938,3.762,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,8,14,0.462,214,0.27342,0.172
3267520,earthquake,2010-02-27T03:30:17.807Z,2013-07-09T14:53:00.000Z,166.1342,-46.06049,2.936,12,ML,operator assigned,GROPE,reviewed,,nz1dr,5,3,8,0.929,289,0.21301,0.143
3267516,earthquake,2010-02-27T03:19:35.856Z,2013-07-09T14:53:00.000Z,172.73981,-42.0887,2.381,77.7259,ML,,GROPE,reviewed,,nz1dr,9,6,2,0.679,90,0.26838,0.137
3267504,earthquake,2010-02-27T02:40:46.412Z,2013-07-09T14:53:00.000Z,167.34012,-44.83323,2.579,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,9,0.447,237,0.2667,0.246
3267501,earthquake,2010-02-27T02:31:36.785Z,2013-07-09T14:53:00.000Z,167.34532,-44.8412,2.587,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.446,236,0.30943,0.246
3267550,earthquake,2010-02-27T01:49:39.755Z,2013-07-09T14:53:00.000Z,175.64214,-39.12677,1.902,5,ML,operator assigned,GROPE,reviewed,,nz1dr,21,17,7,0.031,106,0.09623,0.275
3267484,earthquake,2010-02-27T01:49:24.244Z,2013-07-09T14:53:00.000Z,178.05284,-38.66382,2.816,30.1165,ML,,GROPE,reviewed,,nz1dr,23,15,9,0.215,109,0.19392,0.13
3267479,earthquake,2010-02-27T01:38:43.826Z,2013-07-09T14:53:00.000Z,177.72752,-36.83162,3.062,321.5171,ML,,GROPE,reviewed,,nz1dr,8,6,2,0.926,243,0.36969,0.046
3267474,earthquake,2010-02-27T01:20:13.786Z,2013-07-09T14:53:00.000Z,178.03049,-38.66866,2.385,29.4413,ML,,GROPE,reviewed,,nz1dr,14,11,5,0.214,154,0.22523,0.16
3267459,earthquake,2010-02-27T00:41:27.061Z,2013-07-09T14:53:00.000Z,167.33548,-44.82914,2.669,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,8,0.448,239,0.20547,0.221
3267447,earthquake,2010-02-27T00:02:03.712Z,2013-07-09T14:53:00.000Z,167.33429,-45.20061,2.912,61.7014,ML,,GROPE,reviewed,,nz1dr,15,11,5,0.295,193,0.14571,0.143
3267442,earthquake,2010-02-26T23:43:07.077Z,2013-07-09T14:53:00.000Z,167.35497,-44.98875,2.375,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,9,0.498,216,0.39407,0.219
3276330,earthquake,2010-02-26T23:34:34.966Z,2013-07-09T14:59:00.000Z,175.1516,-39.2705,2.421,30.0304,ML,,GROPE,reviewed,,nz1dr,35,24,11,0.152,65,0.21235,0.133
3267439,earthquake,2010-02-26T23:31:29.417Z,2013-07-09T14:53:00.000Z,167.34599,-44.85486,2.568,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,3,0.451,221,0.30177,0.192
3267438,earthquake,2010-02-26T23:29:22.195Z,2013-07-09T14:53:00.000Z,167.35504,-44.86525,2.544,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,8,9,0.449,220,0.33719,0.277
3267434,earthquake,2010-02-26T23:17:16.915Z,2013-07-09T14:53:00.000Z,176.6019,-39.91097,2.515,31.5563,ML,,GROPE,reviewed,,nz1dr,24,20,10,0.199,59,0.27118,0.132
3276323,earthquake,2010-02-26T23:15:12.818Z,2013-07-09T14:59:00.000Z,167.33044,-44.82643,2.309,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,7,0.451,240,0.32837,0.322
3267433,earthquake,2010-02-26T23:12:28.267Z,2013-07-09T14:52:00.000Z,177.41359,-39.24578,2.265,30.3645,ML,,GROPE,reviewed,,nz1dr,15,12,7,0.218,135,0.28775,0.183
3267430,earthquake,2010-02-26T23:03:19.329Z,2013-07-09T14:52:00.000Z,-178.82764,-36.73506,3.752,33,ML,operator assigned,GROPE,reviewed,,nz1dr,16,10,10,2.435,278,0.20737,0.225
3276314,outside of network interest,2010-02-26T23:01:35.576Z,2013-07-09T14:59:00.000Z,-178.78488,-35.25774,,12,,operator assigned,GROPE,reviewed,,nz1dr,7,4,,3.287,349,0.15892,
3267420,earthquake,2010-02-26T22:28:57.155Z,2013-07-09T14:52:00.000Z,176.57776,-40.09784,2.547,38.0191,ML,,GROPE,reviewed,,nz1dr,32,24,8,0.110,93,0.30612,0.148
3267403,earthquake,2010-02-26T21:33:11.182Z,2013-07-09T14:52:00.000Z,174.50348,-40.42513,2.873,81.1406,ML,,GROPE,reviewed,,nz1dr,34,28,6,0.535,80,0.23304,0.097
3267400,earthquake,2010-02-26T21:24:22.355Z,2013-07-09T14:52:00.000Z,178.22031,-38.16181,2.172,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,6,3,0.093,164,0.3634,0.081
3267399,earthquake,2010-02-26T21:20:25.876Z,2013-07-09T14:52:00.000Z,178.31897,-38.02813,2.119,29.3323,ML,,GROPE,reviewed,,nz1dr,8,5,3,0.067,307,0.27649,0.192
3267396,earthquake,2010-02-26T21:05:29.151Z,2013-07-09T14:52:00.000Z,172.05951,-41.52484,2.045,24.1736,ML,,GROPE,reviewed,,nz1dr,6,3,3,0.293,166,0.03559,0.252
3276250,earthquake,2010-02-26T20:48:18.748Z,2013-07-09T14:59:00.000Z,178.04979,-38.65847,2.134,29.4305,ML,,GROPE,reviewed,,nz1dr,14,10,4,0.212,157,0.25849,0.173
3267390,earthquake,2010-02-26T20:46:48.092Z,2013-07-09T14:52:00.000Z,167.34691,-44.82184,2.519,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,8,0.438,239,0.27709,0.22
3267388,earthquake,2010-02-26T20:42:15.933Z,2013-07-09T14:52:00.000Z,178.03642,-38.6815,2.08,30.6714,ML,,GROPE,reviewed,,nz1dr,8,6,2,0.216,172,0.21571,0.257
3267382,earthquake,2010-02-26T20:23:23.450Z,2013-07-09T14:52:00.000Z,178.05511,-38.66534,2.078,29.4916,ML,,GROPE,reviewed,,nz1dr,13,9,3,0.216,173,0.27617,0.28
3267381,earthquake,2010-02-26T20:20:24.412Z,2013-07-09T14:52:00.000Z,167.31956,-44.83698,2.356,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,8,0.462,239,0.26624,0.303
3267379,earthquake,2010-02-26T20:18:22.253Z,2013-07-09T14:52:00.000Z,178.03226,-38.66973,2.629,27.9385,ML,,GROPE,reviewed,,nz1dr,18,14,8,0.215,154,0.26142,0.165
3276242,earthquake,2010-02-26T20:17:31.458Z,2013-07-09T14:59:00.000Z,174.7402,-39.23753,2.087,28.1902,ML,,GROPE,reviewed,,nz1dr,12,10,8,0.112,124,0.24063,0.244
3267376,earthquake,2010-02-26T20:06:39.604Z,2013-07-09T14:52:00.000Z,167.34578,-44.87348,2.474,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,2,0.459,220,0.34441,0.146
3267374,earthquake,2010-02-26T19:58:55.046Z,2013-07-09T14:52:00.000Z,178.07738,-38.67125,3.248,29.6052,ML,,GROPE,reviewed,,nz1dr,26,22,11,0.212,166,0.32824,0.15
3275873,earthquake,2010-02-26T19:39:18.166Z,2013-07-09T14:59:00.000Z,167.32318,-44.82494,3.37,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,11,0.455,240,0.21382,0.218
3267369,earthquake,2010-02-26T19:38:45.137Z,2013-07-09T14:52:00.000Z,167.31354,-44.84249,3.583,5,ML,operator assigned,GROPE,reviewed,,nz1dr,16,12,12,0.468,224,0.1858,0.178
3267368,earthquake,2010-02-26T19:34:45.866Z,2013-07-09T14:52:00.000Z,167.31725,-44.834,2.94,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,8,5,0.462,240,0.27819,0.167
3267367,earthquake,2010-02-26T19:30:04.769Z,2013-07-09T14:52:00.000Z,175.48067,-41.44785,2.095,23.1193,ML,,GROPE,reviewed,,nz1dr,18,13,12,0.076,161,0.21673,0.198
3267352,outside of network interest,2010-02-26T18:36:02.799Z,2013-07-09T14:52:00.000Z,179.46318,-34.88145,,33,,operator assigned,GROPE,reviewed,,nz1dr,8,5,,3.175,346,0.25582,
3267350,earthquake,2010-02-26T18:29:46.798Z,2013-07-09T14:52:00.000Z,172.27524,-42.80613,2.858,8.4661,ML,,GROPE,reviewed,,nz1dr,10,6,8,0.023,144,0.35557,0.278
3267344,earthquake,2010-02-26T18:06:25.665Z,2013-07-09T14:52:00.000Z,167.33467,-44.82658,2.465,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,3,0.448,239,0.3302,0.174
3267342,earthquake,2010-02-26T17:57:53.798Z,2013-07-09T14:52:00.000Z,174.47931,-42.2586,2.427,12,ML,operator assigned,GROPE,reviewed,,nz1dr,9,7,7,0.704,236,0.41237,0.282
3267333,earthquake,2010-02-26T17:28:16.513Z,2013-07-09T14:52:00.000Z,166.63896,-45.64683,2.589,12,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,8,0.404,318,0.08147,0.189
3267331,earthquake,2010-02-26T17:22:49.630Z,2013-07-09T14:52:00.000Z,174.53674,-40.61191,2.377,12,ML,operator assigned,GROPE,reviewed,,nz1dr,23,16,5,0.378,134,0.238,0.119
3267330,earthquake,2010-02-26T17:20:15.710Z,2013-07-09T14:52:00.000Z,177.92026,-38.59184,2.12,32.7423,ML,,GROPE,reviewed,,nz1dr,9,7,2,0.169,139,0.21296,0.227
3275861,earthquake,2010-02-26T17:17:49.180Z,2013-07-09T14:59:00.000Z,167.31317,-44.82644,3.107,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,8,0.462,241,0.24655,0.201
3267329,earthquake,2010-02-26T17:16:43.657Z,2013-07-09T14:52:00.000Z,167.28926,-44.82954,3.025,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,5,0.479,242,0.24121,0.174
3267328,earthquake,2010-02-26T17:15:01.668Z,2013-07-09T14:52:00.000Z,167.35619,-44.85971,2.433,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,10,0.446,220,0.41347,0.243
3275859,earthquake,2010-02-26T17:08:05.029Z,2013-07-09T14:59:00.000Z,178.19441,-38.51563,2.16,37.512,ML,,GROPE,reviewed,,nz1dr,11,6,3,0.032,222,0.35803,0.342
3267326,earthquake,2010-02-26T17:06:29.760Z,2013-07-09T14:52:00.000Z,167.32869,-44.82745,2.371,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,10,0.452,240,0.26412,0.279
3267325,earthquake,2010-02-26T17:01:41.736Z,2013-07-09T14:52:00.000Z,167.32481,-44.83912,2.631,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,11,0.459,238,0.33585,0.268
3267322,earthquake,2010-02-26T16:54:08.219Z,2013-07-09T14:52:00.000Z,167.41493,-44.8798,2.548,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.418,224,0.33736,0.296
3275855,earthquake,2010-02-26T16:42:27.020Z,2013-07-09T14:59:00.000Z,178.0799,-38.67596,1.977,29.2515,ML,,GROPE,reviewed,,nz1dr,13,8,3,0.215,184,0.30974,0.207
