publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype, depthtype,evaluationmethod, evaluationstatus, evaluationmode, earthmodel, usedphasecount,usedstationcount,magnitudestationcount, minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
3262491,earthquake,2010-02-16T21:27:15.050Z,2013-07-09T14:34:00.000Z,178.38029,-35.83162,3.3,206.6438,ML,,GROPE,reviewed,,nz1dr,15,13,9,1.981,338,0.15224,0.158
3262488,earthquake,2010-02-16T21:17:49.517Z,2013-07-09T14:34:00.000Z,176.92805,-36.80337,3.733,214.1506,ML,,GROPE,reviewed,,nz1dr,29,26,6,1.171,282,0.22757,0.191
3262473,earthquake,2010-02-16T20:31:05.422Z,2013-07-09T14:34:00.000Z,176.03256,-40.88906,1.602,30.435,ML,,GROPE,reviewed,,nz1dr,8,5,3,0.130,145,0.17785,0.207
3262466,earthquake,2010-02-16T20:07:00.238Z,2013-07-09T14:34:00.000Z,172.28876,-41.39937,1.992,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.502,152,0.10036,0.335
3262487,earthquake,2010-02-16T19:44:50.818Z,2013-07-09T14:34:00.000Z,176.79176,-38.05596,1.733,2,ML,operator assigned,GROPE,reviewed,,nz1dr,9,7,4,0.034,272,0.17416,0.156
3262458,earthquake,2010-02-16T19:44:43.220Z,2013-07-09T14:33:00.000Z,177.37613,-39.03804,2.619,31.9356,ML,,GROPE,reviewed,,nz1dr,19,14,7,0.118,126,0.17984,0.144
3262454,earthquake,2010-02-16T19:30:04.485Z,2013-07-09T14:33:00.000Z,177.32478,-39.245,2.068,24.6402,ML,,GROPE,reviewed,,nz1dr,9,8,4,0.180,161,0.32552,0.147
3262435,earthquake,2010-02-16T18:32:14.003Z,2013-07-09T14:33:00.000Z,177.1156,-39.61705,2.25,23.9073,ML,,GROPE,reviewed,,nz1dr,5,3,3,0.052,339,0.16346,0.247
3272253,earthquake,2010-02-16T18:31:28.463Z,2013-07-10T11:35:00.000Z,175.90102,-35.41298,3.994,33,ML,operator assigned,GROPE,reviewed,,nz1dr,5,3,3,3.004,343,0.16363,0.272
3262426,earthquake,2010-02-16T18:06:08.839Z,2013-07-09T14:33:00.000Z,167.40506,-45.07347,2.617,116.0506,ML,,GROPE,reviewed,,nz1dr,10,7,7,0.431,201,0.2885,0.345
3262419,earthquake,2010-02-16T17:36:01.949Z,2013-07-09T14:33:00.000Z,177.54105,-38.85648,1.939,28.1747,ML,,GROPE,reviewed,,nz1dr,9,6,2,0.173,147,0.12406,0.13
3262412,earthquake,2010-02-16T17:17:30.601Z,2013-07-09T14:33:00.000Z,177.41765,-39.30884,2.189,28.5853,ML,,GROPE,reviewed,,nz1dr,17,14,10,0.271,143,0.23601,0.137
3262397,earthquake,2010-02-16T16:27:21.472Z,2013-07-09T14:33:00.000Z,174.52974,-40.58109,2.241,12,ML,operator assigned,GROPE,reviewed,,nz1dr,20,16,16,0.403,123,0.27897,0.161
3262382,earthquake,2010-02-16T15:26:54.703Z,2013-07-09T14:33:00.000Z,174.48315,-39.57206,2.912,211.9403,ML,,GROPE,reviewed,,nz1dr,19,17,12,0.429,206,0.20499,0.22
3262372,earthquake,2010-02-16T14:55:45.024Z,2013-07-09T14:33:00.000Z,174.38307,-40.84816,2.18,27.9613,ML,,GROPE,reviewed,,nz1dr,15,11,13,0.353,162,0.22717,0.192
3262365,earthquake,2010-02-16T14:37:34.907Z,2013-07-09T14:33:00.000Z,177.47054,-38.63048,2.313,31.2702,ML,,GROPE,reviewed,,nz1dr,21,15,9,0.140,87,0.24418,0.195
3262359,outside of network interest,2010-02-16T14:18:02.458Z,2013-07-09T14:33:00.000Z,-179.48314,-33.42315,,33,,operator assigned,GROPE,reviewed,,nz1dr,16,12,,4.508,341,0.17979,
3262357,earthquake,2010-02-16T14:12:50.072Z,2013-07-09T14:33:00.000Z,173.86311,-39.00606,3.064,5,ML,operator assigned,GROPE,reviewed,,nz1dr,30,26,13,0.212,197,0.20803,0.304
3262345,earthquake,2010-02-16T13:38:12.375Z,2013-07-09T14:33:00.000Z,177.54671,-38.84305,1.956,26.7932,ML,,GROPE,reviewed,,nz1dr,12,9,5,0.172,97,0.25715,0.115
3262335,earthquake,2010-02-16T13:13:31.362Z,2013-07-09T14:33:00.000Z,177.55138,-38.86839,1.831,29.7425,ML,,GROPE,reviewed,,nz1dr,8,5,2,0.182,148,0.18932,0.041
3262332,earthquake,2010-02-16T13:06:26.325Z,2013-07-09T14:33:00.000Z,178.91315,-38.23185,2.605,33,ML,operator assigned,GROPE,reviewed,,nz1dr,9,7,6,0.541,278,0.33586,0.276
3262330,earthquake,2010-02-16T13:02:50.247Z,2013-07-09T14:33:00.000Z,178.62337,-37.45983,2.555,33,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,6,0.273,311,0.21783,0.208
3271785,earthquake,2010-02-16T12:53:57.587Z,2013-07-09T14:58:00.000Z,176.66489,-38.12597,1.357,2,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,3,0.060,252,0.16095,0.138
3262326,earthquake,2010-02-16T12:53:05.631Z,2013-07-09T14:33:00.000Z,176.7973,-39.69086,1.584,57.6683,ML,,GROPE,reviewed,,nz1dr,7,4,4,0.121,168,0.04471,0.078
3271779,earthquake,2010-02-16T12:52:30.191Z,2013-07-09T14:58:00.000Z,176.7191,-38.0675,1.536,2,ML,operator assigned,GROPE,reviewed,,nz1dr,7,6,4,0.041,169,0.11784,0.177
3271777,earthquake,2010-02-16T12:51:28.747Z,2013-07-09T14:58:00.000Z,176.71031,-38.07669,1.584,2,ML,operator assigned,GROPE,reviewed,,nz1dr,15,9,5,0.023,187,0.13561,0.122
3262324,earthquake,2010-02-16T12:50:14.045Z,2013-07-09T14:33:00.000Z,176.44878,-39.69616,1.746,32.2762,ML,,GROPE,reviewed,,nz1dr,13,8,6,0.079,83,0.16569,0.101
3262323,earthquake,2010-02-16T12:49:14.869Z,2013-07-09T14:33:00.000Z,176.72766,-38.06832,1.919,2,ML,operator assigned,GROPE,reviewed,,nz1dr,16,11,6,0.012,102,0.17002,0.111
3271771,earthquake,2010-02-16T12:48:15.056Z,2013-07-09T14:58:00.000Z,175.06017,-40.33399,2.036,12,ML,operator assigned,GROPE,reviewed,,nz1dr,10,8,13,0.491,162,0.21219,0.236
3262322,earthquake,2010-02-16T12:46:22.593Z,2013-07-09T14:33:00.000Z,176.71742,-38.06952,1.615,2,ML,operator assigned,GROPE,reviewed,,nz1dr,18,12,5,0.019,105,0.13883,0.158
3262318,earthquake,2010-02-16T12:32:22.280Z,2013-07-09T14:33:00.000Z,177.6463,-39.27711,2.263,28.8099,ML,,GROPE,reviewed,,nz1dr,15,11,8,0.236,198,0.1682,0.193
3262317,earthquake,2010-02-16T12:29:56.547Z,2013-07-09T14:33:00.000Z,176.44232,-39.6995,1.538,32.3812,ML,,GROPE,reviewed,,nz1dr,11,7,6,0.078,125,0.16674,0.108
3270754,earthquake,2010-02-16T11:34:54.750Z,2013-07-09T14:58:00.000Z,177.0943,-38.47284,2.16,55.1116,ML,,GROPE,reviewed,,nz1dr,10,7,4,0.212,149,0.19369,0.249
3262297,earthquake,2010-02-16T11:34:45.023Z,2013-07-09T14:33:00.000Z,176.41415,-40.18536,1.984,29.8714,ML,,GROPE,reviewed,,nz1dr,16,12,11,0.121,56,0.16765,0.214
3262295,earthquake,2010-02-16T11:32:14.290Z,2013-07-09T14:33:00.000Z,176.73647,-38.0658,1.538,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,3,0.011,149,0.21594,0.182
3262294,earthquake,2010-02-16T11:29:50.056Z,2013-07-09T14:33:00.000Z,176.31317,-37.3493,3.685,191.4345,ML,,GROPE,reviewed,,nz1dr,26,22,7,1.108,239,0.13947,0.217
3262292,earthquake,2010-02-16T11:26:13.795Z,2013-07-09T14:33:00.000Z,176.73471,-38.06126,1.871,5,ML,operator assigned,GROPE,reviewed,,nz1dr,17,11,6,0.013,100,0.23757,0.152
3262291,earthquake,2010-02-16T11:21:46.197Z,2013-07-09T14:33:00.000Z,177.33856,-39.2494,2.146,28.8043,ML,,GROPE,reviewed,,nz1dr,17,14,10,0.189,127,0.21498,0.204
3262280,earthquake,2010-02-16T10:54:05.869Z,2013-07-09T14:33:00.000Z,176.58,-39.21068,2.2,40.6421,ML,,GROPE,reviewed,,nz1dr,13,11,9,0.081,99,0.17498,0.175
3262268,earthquake,2010-02-16T10:10:39.690Z,2013-07-09T14:33:00.000Z,176.0685,-36.9938,3.159,293.1573,ML,,GROPE,reviewed,,nz1dr,13,8,6,1.512,265,0.16088,0.183
3262265,earthquake,2010-02-16T10:01:54.561Z,2013-07-09T14:33:00.000Z,177.69348,-39.28485,2.215,28.3247,ML,,GROPE,reviewed,,nz1dr,14,12,6,0.211,179,0.15856,0.246
3262257,earthquake,2010-02-16T09:42:32.630Z,2013-07-09T14:32:00.000Z,177.63391,-38.96862,2.042,27.689,ML,,GROPE,reviewed,,nz1dr,13,11,6,0.063,99,0.22682,0.271
3262255,earthquake,2010-02-16T09:37:55.453Z,2013-07-09T14:32:00.000Z,166.4463,-45.48486,2.449,12,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,8,0.498,301,0.26078,0.25
3262248,earthquake,2010-02-16T09:14:57.027Z,2013-07-09T14:32:00.000Z,166.85486,-45.36394,2.842,39.0901,ML,,GROPE,reviewed,,nz1dr,15,10,5,0.234,256,0.20141,0.134
3262247,earthquake,2010-02-16T09:13:15.057Z,2013-07-09T14:32:00.000Z,176.62042,-39.87923,1.902,28.012,ML,,GROPE,reviewed,,nz1dr,12,9,8,0.214,63,0.17682,0.108
3262243,earthquake,2010-02-16T08:59:20.727Z,2013-07-09T14:32:00.000Z,176.92752,-36.4504,2.728,236.2412,ML,,GROPE,reviewed,,nz1dr,10,6,4,1.473,320,0.20921,0.168
3270737,earthquake,2010-02-16T08:40:00.539Z,2013-07-09T14:58:00.000Z,176.74464,-36.06432,3.425,33,ML,operator assigned,GROPE,reviewed,,nz1dr,5,3,2,1.884,341,0.17155,0.102
3262236,earthquake,2010-02-16T08:39:53.229Z,2013-07-09T14:32:00.000Z,166.83774,-44.62395,2.527,12,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.779,264,0.2906,0.216
3262212,earthquake,2010-02-16T07:39:32.085Z,2013-07-09T14:32:00.000Z,176.38922,-37.33012,3.756,200.522,ML,,GROPE,reviewed,,nz1dr,32,25,14,1.091,239,0.13307,0.165
3262202,earthquake,2010-02-16T07:03:28.454Z,2013-07-09T14:32:00.000Z,175.46931,-39.24923,1.568,13.0702,ML,,GROPE,reviewed,,nz1dr,16,12,4,0.065,106,0.12473,0.106
3262188,earthquake,2010-02-16T06:20:09.757Z,2013-07-09T14:32:00.000Z,176.8721,-39.71778,2.522,42.6256,ML,,GROPE,reviewed,,nz1dr,13,9,6,0.078,108,0.1739,0.098
3262172,earthquake,2010-02-16T05:39:17.286Z,2013-07-09T14:32:00.000Z,172.98126,-42.7998,2.834,33,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,6,0.564,148,0.17547,0.42
3262178,earthquake,2010-02-16T05:37:04.354Z,2013-07-09T14:32:00.000Z,175.92471,-38.51441,2.859,5,ML,operator assigned,GROPE,reviewed,,nz1dr,32,28,24,0.045,52,0.20194,0.23
3262171,earthquake,2010-02-16T05:37:00.293Z,2013-07-09T14:32:00.000Z,177.44716,-39.23138,2.587,32.6639,ML,,GROPE,reviewed,,nz1dr,18,13,10,0.225,131,0.28072,0.145
3262167,earthquake,2010-02-16T05:23:44.920Z,2013-07-09T14:32:00.000Z,167.08534,-44.39966,2.615,12,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,8,0.661,259,0.27375,0.189
3270265,earthquake,2010-02-16T05:21:14.982Z,2013-07-10T09:49:00.000Z,-179.54335,-37.84201,2.805,33,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,2,1.886,330,0.19837,0.053
3262160,earthquake,2010-02-16T05:00:38.950Z,2013-07-09T14:32:00.000Z,176.90428,-39.66341,2.29,32.2252,ML,,GROPE,reviewed,,nz1dr,13,8,6,0.134,97,0.16549,0.21
3262157,earthquake,2010-02-16T04:52:16.066Z,2013-07-09T14:32:00.000Z,177.83589,-37.53808,3.295,80.5993,ML,,GROPE,reviewed,,nz1dr,36,32,8,0.223,160,0.17806,0.092
3262148,earthquake,2010-02-16T04:23:57.115Z,2013-07-09T14:32:00.000Z,171.47549,-42.82161,2.066,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,4,0.587,152,0.35031,0.105
3262143,quarry blast,2010-02-16T04:07:02.977Z,2013-07-09T14:32:00.000Z,175.07001,-37.62001,2.059,0,ML,operator assigned,GROPE,reviewed,,nz1dr,4,4,2,0.361,160,0.16014,0.164
3262117,earthquake,2010-02-16T02:49:03.572Z,2013-07-09T14:32:00.000Z,176.28529,-40.2963,2.325,48.6219,ML,,GROPE,reviewed,,nz1dr,15,10,8,0.091,57,0.11545,0.185
3262111,earthquake,2010-02-16T02:30:54.580Z,2013-07-09T14:32:00.000Z,174.51343,-41.11705,2.161,34.9145,ML,,GROPE,reviewed,,nz1dr,13,9,7,0.203,168,0.15505,0.158
3262110,earthquake,2010-02-16T02:29:51.154Z,2013-07-10T09:47:00.000Z,168.51782,-44.1916,2.084,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,3,0.225,264,0.19542,0.263
3262109,earthquake,2010-02-16T02:23:49.206Z,2013-07-09T14:32:00.000Z,167.63127,-44.90512,2.71,74.2492,ML,,GROPE,reviewed,,nz1dr,13,9,7,0.577,194,0.17244,0.214
3269877,earthquake,2010-02-16T02:23:11.637Z,2013-07-09T14:58:00.000Z,177.73277,-39.15483,2.063,22.2156,ML,,GROPE,reviewed,,nz1dr,9,6,4,0.135,179,0.38236,0.242
3269873,earthquake,2010-02-16T00:54:56.840Z,2013-07-09T14:57:00.000Z,167.45261,-45.18971,2.372,85.1711,ML,,GROPE,reviewed,,nz1dr,8,4,4,0.348,184,0.12505,0.276
3262081,earthquake,2010-02-16T00:53:50.667Z,2013-07-09T14:32:00.000Z,175.82813,-40.0084,2.223,32.6939,ML,,GROPE,reviewed,,nz1dr,24,22,22,0.114,124,0.19556,0.207
3262073,earthquake,2010-02-16T00:30:15.362Z,2013-07-09T14:32:00.000Z,178.21397,-37.68887,2.642,37.9312,ML,,GROPE,reviewed,,nz1dr,12,8,5,0.145,144,0.24993,0.174
3262052,earthquake,2010-02-15T23:14:56.862Z,2013-07-09T14:32:00.000Z,174.99986,-39.94178,2.848,30.4799,ML,,GROPE,reviewed,,nz1dr,33,27,25,0.186,72,0.24789,0.107
3262038,earthquake,2010-02-15T22:34:36.362Z,2013-07-09T14:31:00.000Z,174.07971,-39.724,3.335,203.8253,ML,,GROPE,reviewed,,nz1dr,35,31,21,0.699,197,0.25878,0.32
3262032,earthquake,2010-02-15T22:20:08.292Z,2013-07-09T14:31:00.000Z,176.7704,-39.67394,2.359,30.2355,ML,,GROPE,reviewed,,nz1dr,14,11,8,0.147,84,0.16179,0.088
3262018,earthquake,2010-02-15T21:40:18.150Z,2013-07-09T14:31:00.000Z,168.66988,-44.68589,2.533,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,9,10,0.286,135,0.27753,0.293
3262014,earthquake,2010-02-15T21:29:13.225Z,2013-07-09T14:31:00.000Z,168.61137,-44.70375,2.341,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,6,6,0.315,221,0.32022,0.388
3262010,earthquake,2010-02-15T21:15:33.993Z,2013-07-09T14:31:00.000Z,175.93175,-40.48184,1.835,27.9843,ML,,GROPE,reviewed,,nz1dr,9,5,4,0.080,127,0.08554,0.302
3262005,earthquake,2010-02-15T20:59:52.440Z,2013-07-09T14:31:00.000Z,177.54747,-38.84077,2.148,26.4318,ML,,GROPE,reviewed,,nz1dr,13,11,7,0.172,94,0.17473,0.151
3262004,earthquake,2010-02-15T20:55:02.363Z,2013-07-09T14:31:00.000Z,177.54842,-38.82241,2.195,26.5883,ML,,GROPE,reviewed,,nz1dr,12,10,6,0.168,70,0.33564,0.101
3262001,earthquake,2010-02-15T20:41:01.304Z,2013-07-09T14:31:00.000Z,172.2868,-41.71954,2.275,98.0475,ML,,GROPE,reviewed,,nz1dr,13,10,2,0.362,106,0.23798,0.42
3261995,earthquake,2010-02-15T20:24:26.383Z,2013-07-09T14:31:00.000Z,176.77263,-39.67311,2.327,31.3471,ML,,GROPE,reviewed,,nz1dr,16,11,6,0.146,84,0.19369,0.099
3261970,earthquake,2010-02-15T19:12:46.143Z,2013-07-09T14:31:00.000Z,173.65508,-41.49248,2.674,50.6232,ML,,GROPE,reviewed,,nz1dr,20,16,7,0.278,67,0.24688,0.149
3261967,earthquake,2010-02-15T19:01:07.221Z,2013-07-09T14:31:00.000Z,174.52998,-41.42759,2.024,33.7005,ML,,GROPE,reviewed,,nz1dr,8,6,6,0.257,164,0.14631,0.257
3261964,earthquake,2010-02-15T18:52:13.889Z,2013-07-09T14:31:00.000Z,169.79129,-44.26283,2.01,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,6,6,0.308,113,0.24383,0.305
3261949,earthquake,2010-02-15T18:06:00.525Z,2013-07-09T14:31:00.000Z,178.10625,-35.9558,3.397,187.5642,ML,,GROPE,reviewed,,nz1dr,13,9,5,1.613,335,0.12391,0.259
3268833,earthquake,2010-02-15T17:19:07.605Z,2013-07-09T14:57:00.000Z,177.48071,-39.03902,2.002,28.2927,ML,,GROPE,reviewed,,nz1dr,18,11,7,0.151,149,0.27191,0.079
3261931,earthquake,2010-02-15T17:17:41.027Z,2013-07-09T14:31:00.000Z,173.56766,-41.15458,,91.8142,,,GROPE,reviewed,,nz1dr,5,3,,0.156,287,0.02636,
3261919,earthquake,2010-02-15T16:36:27.227Z,2013-07-09T14:31:00.000Z,177.12083,-39.51343,2.293,31.7484,ML,,GROPE,reviewed,,nz1dr,16,12,9,0.150,152,0.23599,0.164
3261918,earthquake,2010-02-15T16:32:35.396Z,2013-07-09T14:31:00.000Z,177.14293,-36.62493,2.634,188.0847,ML,,GROPE,reviewed,,nz1dr,10,8,4,1.241,318,0.10617,0.147
3261917,earthquake,2010-02-15T16:29:01.735Z,2013-07-09T14:31:00.000Z,176.77791,-39.90625,1.723,41.0572,ML,,GROPE,reviewed,,nz1dr,9,5,5,0.134,118,0.18232,0.234
3261916,earthquake,2010-02-15T16:25:36.865Z,2013-07-09T14:31:00.000Z,171.98981,-41.85009,2.188,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,4,0.173,140,0.15374,0.368
3261907,earthquake,2010-02-15T15:52:59.514Z,2013-07-09T14:31:00.000Z,167.36949,-45.76281,2.496,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,8,11,0.333,175,0.33525,0.285
3261896,earthquake,2010-02-15T15:15:25.768Z,2013-07-09T14:31:00.000Z,168.35892,-44.52138,2.249,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,8,0.345,152,0.25121,0.379
3261894,earthquake,2010-02-15T15:10:40.653Z,2013-07-09T14:31:00.000Z,172.93335,-42.13578,3.06,52.9846,ML,,GROPE,reviewed,,nz1dr,24,20,6,0.372,65,0.32106,0.08
3261888,earthquake,2010-02-15T14:53:06.350Z,2013-07-09T14:31:00.000Z,172.03479,-41.61414,2.337,12,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,3,0.217,154,0.15088,0.265
3261875,earthquake,2010-02-15T14:15:22.588Z,2013-07-09T14:31:00.000Z,174.41512,-39.94058,2.118,12,ML,operator assigned,GROPE,reviewed,,nz1dr,11,9,9,0.476,110,0.26052,0.432
3268813,earthquake,2010-02-15T13:22:36.355Z,2013-07-09T14:57:00.000Z,172.93542,-41.22414,2.483,127.0938,ML,,GROPE,reviewed,,nz1dr,11,6,2,0.335,137,0.14099,0.214
3261858,earthquake,2010-02-15T13:21:12.814Z,2013-07-09T14:31:00.000Z,166.06055,-46.07137,2.571,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,6,0.976,292,0.42498,0.332
3261855,earthquake,2010-02-15T13:12:55.740Z,2013-07-09T14:31:00.000Z,168.74474,-45.1797,1.987,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,7,7,0.401,105,0.32042,0.27
3261851,earthquake,2010-02-15T13:00:50.359Z,2013-07-09T14:31:00.000Z,167.46031,-45.14399,2.239,114.3566,ML,,GROPE,reviewed,,nz1dr,12,7,6,0.388,181,0.21998,0.201
3261844,earthquake,2010-02-15T12:34:23.183Z,2013-07-09T14:31:00.000Z,177.93149,-36.22313,3.046,165.633,ML,,GROPE,reviewed,,nz1dr,12,10,5,1.536,330,0.15806,0.176
3268805,earthquake,2010-02-15T11:28:40.859Z,2013-07-09T14:57:00.000Z,177.759,-39.1422,1.867,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,6,2,0.115,183,0.30986,0.148
3261821,earthquake,2010-02-15T11:27:47.664Z,2013-07-09T14:31:00.000Z,174.30061,-41.67149,2.095,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,9,9,0.103,173,0.23125,0.173
3261820,earthquake,2010-02-15T11:24:24.260Z,2013-07-09T14:31:00.000Z,177.83943,-39.23002,2.322,25.4312,ML,,GROPE,reviewed,,nz1dr,15,12,8,0.092,238,0.18704,0.139
3261810,earthquake,2010-02-15T10:54:36.755Z,2013-07-09T14:31:00.000Z,177.26607,-37.02356,2.918,146.1838,ML,,GROPE,reviewed,,nz1dr,14,7,7,0.840,304,0.12589,0.44
3261808,earthquake,2010-02-15T10:43:52.166Z,2013-07-09T14:31:00.000Z,172.91054,-40.91517,3.606,220.7836,ML,,GROPE,reviewed,,nz1dr,36,29,14,0.303,97,0.23256,0.157
3261805,earthquake,2010-02-15T10:31:13.305Z,2013-07-09T14:31:00.000Z,176.95389,-39.81839,2.118,25.3053,ML,,GROPE,reviewed,,nz1dr,9,7,3,0.064,167,0.28941,0.221
3261802,earthquake,2010-02-15T10:25:05.988Z,2013-07-09T14:31:00.000Z,177.79767,-36.48636,3.028,156.4478,ML,,GROPE,reviewed,,nz1dr,10,7,4,1.269,330,0.11884,0.285
3261801,earthquake,2010-02-15T10:20:45.301Z,2013-07-09T14:31:00.000Z,176.04352,-40.24941,1.968,53.4431,ML,,GROPE,reviewed,,nz1dr,7,4,4,0.107,258,0.1519,0.236
3261798,earthquake,2010-02-15T10:11:49.199Z,2013-07-09T14:31:00.000Z,173.6945,-40.38928,2.625,116.7728,ML,,GROPE,reviewed,,nz1dr,12,8,6,0.862,218,0.27305,0.324
3261793,earthquake,2010-02-15T09:59:18.831Z,2013-07-09T14:30:00.000Z,177.78391,-39.19655,1.895,19.6239,ML,,GROPE,reviewed,,nz1dr,10,8,3,0.104,205,0.41303,0.079
3261791,earthquake,2010-02-15T09:54:57.148Z,2013-07-09T14:30:00.000Z,177.34062,-37.46485,2.08,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.136,248,0.18729,0.214
3261790,earthquake,2010-02-15T09:51:10.026Z,2013-07-09T14:30:00.000Z,175.79996,-38.54507,2.988,148.6304,ML,,GROPE,reviewed,,nz1dr,18,15,8,0.732,197,0.20706,0.37
3261779,earthquake,2010-02-15T09:17:38.806Z,2013-07-09T14:30:00.000Z,174.47104,-41.71493,1.928,30.0057,ML,,GROPE,reviewed,,nz1dr,13,9,6,0.446,194,0.15255,0.184
3261778,earthquake,2010-02-15T09:14:20.472Z,2013-07-09T14:30:00.000Z,173.59912,-40.99273,2.204,76.005,ML,,GROPE,reviewed,,nz1dr,8,5,2,0.280,192,0.11876,0.045
3261775,earthquake,2010-02-15T09:04:24.332Z,2013-07-09T14:30:00.000Z,177.3567,-35.98846,3.464,223.8481,ML,,GROPE,reviewed,,nz1dr,17,13,9,1.748,318,0.17961,0.276
3261767,outside of network interest,2010-02-15T08:34:51.480Z,2013-07-09T14:30:00.000Z,-179.80275,-32.58865,,303.7588,,,GROPE,reviewed,,nz1dr,10,7,,5.523,352,0.15998,
3261753,earthquake,2010-02-15T07:55:05.065Z,2013-07-09T14:30:00.000Z,174.32961,-40.5809,2.522,49.5755,ML,,GROPE,reviewed,,nz1dr,18,14,9,0.382,133,0.25433,0.217
3261751,earthquake,2010-02-15T07:45:52.201Z,2013-07-09T14:30:00.000Z,177.67618,-36.76229,3.358,133.8418,ML,,GROPE,reviewed,,nz1dr,13,9,9,0.997,319,0.09479,0.363
3261742,earthquake,2010-02-15T07:18:53.666Z,2013-07-09T14:30:00.000Z,175.95663,-37.55222,3.18,189.019,ML,,GROPE,reviewed,,nz1dr,16,12,12,1.155,266,0.15755,0.251
3261737,earthquake,2010-02-15T07:04:25.065Z,2013-07-09T14:30:00.000Z,174.87061,-40.97804,1.937,32.3963,ML,,GROPE,reviewed,,nz1dr,8,5,5,0.119,243,0.08768,0.238
3261723,earthquake,2010-02-15T06:17:33.903Z,2013-07-09T14:30:00.000Z,173.19478,-42.25123,2.522,33,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,5,0.305,141,0.21749,0.416
3261990,earthquake,2010-02-15T05:55:00.292Z,2013-07-09T14:31:00.000Z,168.67024,-44.80344,3.091,12,ML,operator assigned,GROPE,reviewed,,nz1dr,14,11,11,0.248,83,0.15681,0.19
3261715,earthquake,2010-02-15T05:53:46.724Z,2013-07-09T14:30:00.000Z,174.59474,-41.16925,2.648,55.536,ML,,GROPE,reviewed,,nz1dr,24,19,12,0.163,93,0.09776,0.151
3261710,earthquake,2010-02-15T05:42:00.237Z,2013-07-09T14:30:00.000Z,176.82924,-39.54776,2.23,36.1435,ML,,GROPE,reviewed,,nz1dr,7,5,3,0.145,165,0.26956,0.102
3261705,earthquake,2010-02-15T05:28:28.644Z,2013-07-09T14:30:00.000Z,171.86958,-41.74637,2.657,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,5,0.049,119,0.22873,0.369
3261704,earthquake,2010-02-15T05:24:49.140Z,2013-07-09T14:30:00.000Z,177.13594,-40.69189,3.393,33,ML,operator assigned,GROPE,reviewed,,nz1dr,44,37,35,0.554,205,0.19139,0.179
3261699,quarry blast,2010-02-15T05:14:44.543Z,2013-07-09T14:30:00.000Z,171.89999,-41.65,2.447,0,ML,operator assigned,GROPE,reviewed,,nz1dr,4,4,4,0.120,174,0.2158,0.342
3261689,earthquake,2010-02-15T04:44:48.326Z,2013-07-09T14:30:00.000Z,174.11066,-40.75925,2.334,62.5959,ML,,GROPE,reviewed,,nz1dr,10,7,4,0.150,194,0.12317,0.152
3261681,earthquake,2010-02-15T04:17:42.881Z,2013-07-09T14:30:00.000Z,175.63058,-38.62665,3.045,158.0461,ML,,GROPE,reviewed,,nz1dr,14,10,8,0.862,238,0.33821,0.25
3261671,quarry blast,2010-02-15T03:53:50.779Z,2013-07-09T14:30:00.000Z,175.07001,-37.62001,2.279,0,ML,operator assigned,GROPE,reviewed,,nz1dr,6,6,3,0.361,153,0.15301,0.378
3261670,earthquake,2010-02-15T03:49:45.201Z,2013-07-09T14:30:00.000Z,173.51862,-42.56108,2.568,33.8085,ML,,GROPE,reviewed,,nz1dr,11,7,3,0.146,186,0.17382,0.224
3261666,earthquake,2010-02-15T03:38:31.319Z,2013-07-09T14:30:00.000Z,176.89294,-36.34328,2.921,233.0724,ML,,GROPE,reviewed,,nz1dr,8,5,3,1.581,333,0.19799,0.308
3261665,earthquake,2010-02-15T03:35:46.223Z,2013-07-09T14:30:00.000Z,175.86386,-40.61908,2.413,27.7783,ML,,GROPE,reviewed,,nz1dr,23,18,10,0.103,83,0.21326,0.112
